"work_year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_location","company_size","log_salary","job_category","exp_level_ord","company_size_ord","location_group","residence_group","job_cat_Data_Engineer","job_cat_Data_Scientist","job_cat_Management_Lead","job_cat_ML_AI_Engineer","job_cat_Other","job_cat_Research","empl_CT","empl_FL","empl_PT","loc_CA","loc_DE","loc_ES","loc_FR","loc_GB","loc_IN","loc_US","res_CA","res_DE","res_ES","res_FR","res_GB","res_IN","res_US","is_local","salary_in_usd_scaled","log_salary_scaled","remote_ratio_scaled","exp_level_ord_scaled","company_size_ord_scaled"
2020,"EN","FT","Data Scientist",35000,"EUR",39916,"FR",0,"FR","M",10.5945325250042,"Data_Scientist",1,2,"FR","FR",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,-0.978052794621598,-0.982187412138314,-1.70929989487233,-1.71223661938627,-0.293216431473038
2020,"MI","FT","Lead Data Analyst",87000,"USD",87000,"US",100,"US","L",11.3736633976367,"Management_Lead",2,3,"US","US",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,-0.326647949602911,0.00366565230260659,0.735648056021002,-0.459110077996058,1.19928162061945
2020,"MI","FT","Data Analyst",85000,"USD",85000,"US",100,"US","L",11.3504065354725,"Data_Analyst",2,3,"US","US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,-0.35431785211836,-0.0257618157124323,0.735648056021002,-0.459110077996058,1.19928162061945
2020,"MI","FT","Data Analyst",8000,"USD",8000,"PK",50,"PK","L",8.98719682066197,"Data_Analyst",2,3,"Other","Other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.41960909896312,-3.01598800376046,-0.486825919425663,-0.459110077996058,1.19928162061945
2020,"EN","FT","Data Engineer",4450000,"JPY",41689,"JP",100,"JP","S",10.6379925840196,"Data_Engineer",1,1,"Other","Other",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.953523426041653,-0.927196352399678,0.735648056021002,-1.71223661938627,-1.78571448356553
2020,"SE","FT","Big Data Engineer",100000,"EUR",114047,"PL",100,"GB","S",11.644365923114,"Data_Engineer",3,1,"GB","Other",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0475459770647556,0.346192079720396,0.735648056021002,0.79401646339415,-1.78571448356553
2020,"EN","FT","Data Science Consultant",423000,"INR",5707,"IN",50,"IN","M",8.64944877053671,"Other",1,2,"IN","IN",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,-1.45133264219709,-3.4433487488172,-0.486825919425663,-1.71223661938627,-0.293216431473038
2020,"MI","FT","Lead Data Engineer",56000,"USD",56000,"PT",100,"US","M",10.9331069697173,"Management_Lead",2,2,"US","Other",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.755531438592362,-0.553781010099605,0.735648056021002,-0.459110077996058,-0.293216431473038
2020,"MI","FT","Machine Learning Engineer",299000,"CNY",43331,"CN",0,"CN","M",10.676623593166,"ML_AI_Engineer",2,2,"Other","Other",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.93080643607647,-0.878315605804803,-1.70929989487233,-0.459110077996058,-0.293216431473038
2020,"MI","FT","Product Data Analyst",450000,"INR",6072,"IN",100,"IN","L",8.71144331907547,"Data_Analyst",2,3,"IN","IN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,-1.44628288498802,-3.36490555294041,0.735648056021002,-0.459110077996058,1.19928162061945
2020,"SE","FT","Data Engineer",42000,"EUR",47899,"GR",50,"GR","L",10.7768499063544,"Data_Engineer",3,3,"Other","Other",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.867608378731186,-0.751496837013752,-0.486825919425663,0.79401646339415,1.19928162061945
2020,"MI","FT","BI Data Analyst",98000,"USD",98000,"US",0,"US","M",11.4927227576527,"Data_Analyst",2,2,"US","US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,-0.174463485767945,0.154314328981984,-1.70929989487233,-0.459110077996058,-0.293216431473038
2020,"MI","FT","Lead Data Scientist",115000,"USD",115000,"AE",0,"AE","L",11.6526874073454,"Management_Lead",2,3,"Other","Other",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0607306856133668,0.356721454204612,-1.70929989487233,-0.459110077996058,1.19928162061945
2020,"EX","FT","Director of Data Science",325000,"USD",325000,"US",100,"US","L",12.6915804613119,"Management_Lead",4,3,"US","US",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2.96607044973545,1.67125786503724,0.735648056021002,2.04714300478436,1.19928162061945
2020,"EN","FT","Research Scientist",42000,"USD",42000,"NL",50,"NL","L",10.6454248972655,"Research",1,3,"Other","Other",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.949220756200501,-0.917792067385832,-0.486825919425663,-1.71223661938627,1.19928162061945
2020,"SE","FT","Data Engineer",720000,"MXN",33511,"MX",0,"MX","S",10.4196290221244,"Data_Engineer",3,1,"Other","Other",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.06666565742732,-1.20349702821468,-1.70929989487233,0.79401646339415,-1.78571448356553
2020,"EN","CT","Business Data Analyst",100000,"USD",100000,"US",100,"US","L",11.5129254649702,"Data_Analyst",1,3,"US","US",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,-0.146793583252496,0.179877301286861,0.735648056021002,-1.71223661938627,1.19928162061945
2020,"SE","FT","Machine Learning Manager",157000,"CAD",117104,"CA",50,"CA","L",11.670817707841,"Management_Lead",3,3,"CA","CA",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0898394230596186,0.379662160228044,-0.486825919425663,0.79401646339415,1.19928162061945
2020,"MI","FT","Data Engineering Manager",51999,"EUR",59303,"DE",100,"DE","S",10.9904151739254,"Management_Lead",2,1,"DE","DE",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.709834594588099,-0.481267558610665,0.735648056021002,-0.459110077996058,-1.78571448356553
2020,"EN","FT","Big Data Engineer",70000,"USD",70000,"US",100,"US","L",11.1562505210315,"Data_Engineer",1,3,"US","US",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,-0.561842120984223,-0.271432098510395,0.735648056021002,-1.71223661938627,1.19928162061945
2020,"SE","FT","Data Scientist",60000,"EUR",68428,"GR",100,"US","L",11.1335373765722,"Data_Scientist",3,3,"US","Other",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.583590664361366,-0.300171587413776,0.735648056021002,0.79401646339415,1.19928162061945
2020,"MI","FT","Research Scientist",450000,"USD",450000,"US",0,"US","M",13.0170028617465,"Research",2,2,"US","US",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4.69543935695098,2.08302266858331,-1.70929989487233,-0.459110077996058,-0.293216431473038
2020,"MI","FT","Data Analyst",41000,"EUR",46759,"FR",50,"FR","L",10.7527620295575,"Data_Analyst",2,3,"FR","FR",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,-0.883380223164992,-0.781975807864731,-0.486825919425663,-0.459110077996058,1.19928162061945
2020,"MI","FT","Data Engineer",65000,"EUR",74130,"AT",50,"AT","L",11.2135755876508,"Data_Engineer",2,3,"Other","Other",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.504703772289822,-0.198897310606357,-0.486825919425663,-0.459110077996058,1.19928162061945
2020,"MI","FT","Data Science Consultant",103000,"USD",103000,"US",100,"US","L",11.5424842672118,"Other",2,3,"US","US",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,-0.105288729479324,0.217278765911885,0.735648056021002,-0.459110077996058,1.19928162061945
2020,"EN","FT","Machine Learning Engineer",250000,"USD",250000,"US",50,"US","L",12.4292161968444,"ML_AI_Engineer",1,3,"US","US",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1.92844910540614,1.3392820401657,-0.486825919425663,-1.71223661938627,1.19928162061945
2020,"EN","FT","Data Analyst",10000,"USD",10000,"NG",100,"NG","S",9.21034037197618,"Data_Analyst",1,1,"Other","Other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.39193919644768,-2.73363909217125,0.735648056021002,-1.71223661938627,-1.78571448356553
2020,"EN","FT","Machine Learning Engineer",138000,"USD",138000,"US",100,"US","S",11.8350089641393,"ML_AI_Engineer",1,1,"US","US",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.378934564541024,0.587417312618805,0.735648056021002,-1.71223661938627,-1.78571448356553
2020,"MI","FT","Data Scientist",45760,"USD",45760,"PH",100,"US","S",10.7311656260537,"Data_Scientist",2,1,"US","Other",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.897201339471458,-0.809302257531914,0.735648056021002,-0.459110077996058,-1.78571448356553
2020,"EX","FT","Data Engineering Manager",70000,"EUR",79833,"ES",50,"ES","L",11.2876922317909,"Management_Lead",4,3,"ES","ES",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,-0.425803045267021,-0.105115735112136,-0.486825919425663,2.04714300478436,1.19928162061945
2020,"MI","FT","Machine Learning Infrastructure Engineer",44000,"EUR",50180,"PT",0,"PT","M",10.8233718199204,"ML_AI_Engineer",2,2,"Other","Other",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.836050854912317,-0.692631538944141,-1.70929989487233,-0.459110077996058,-0.293216431473038
2020,"MI","FT","Data Engineer",106000,"USD",106000,"US",100,"US","L",11.5711943730942,"Data_Engineer",2,3,"US","US",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,-0.0637838757061511,0.253606354586411,0.735648056021002,-0.459110077996058,1.19928162061945
2020,"MI","FT","Data Engineer",88000,"GBP",112872,"GB",50,"GB","L",11.634009712293,"Data_Engineer",2,3,"GB","GB",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.0312899093369297,0.333088116660329,-0.486825919425663,-0.459110077996058,1.19928162061945
2020,"EN","PT","ML Engineer",14000,"EUR",15966,"DE",100,"DE","S",9.67821674020574,"ML_AI_Engineer",1,1,"DE","DE",0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.30939987724409,-2.14162385108587,0.735648056021002,-1.71223661938627,-1.78571448356553
2020,"MI","FT","Data Scientist",60000,"GBP",76958,"GB",100,"GB","S",11.2510150974759,"Data_Scientist",2,1,"GB","GB",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,-0.465578530132978,-0.15152419680895,0.735648056021002,-0.459110077996058,-1.78571448356553
2020,"SE","FT","Data Engineer",188000,"USD",188000,"US",100,"US","L",12.1441972418121,"Data_Engineer",3,3,"US","US",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1.07068212742723,0.978640689511809,0.735648056021002,0.79401646339415,1.19928162061945
2020,"MI","FT","Data Scientist",105000,"USD",105000,"US",100,"US","L",11.5617156291397,"Data_Scientist",2,3,"US","US",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,-0.0776188269638754,0.241612671493012,0.735648056021002,-0.459110077996058,1.19928162061945
2020,"MI","FT","Data Engineer",61500,"EUR",70139,"FR",50,"FR","L",11.1582342663926,"Data_Engineer",2,3,"FR","FR",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,-0.559919062759399,-0.268922017711318,-0.486825919425663,-0.459110077996058,1.19928162061945
2020,"EN","FT","Data Analyst",450000,"INR",6072,"IN",0,"IN","S",8.71144331907547,"Data_Analyst",1,1,"IN","IN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,-1.44628288498802,-3.36490555294041,-1.70929989487233,-1.71223661938627,-1.78571448356553
2020,"EN","FT","Data Analyst",91000,"USD",91000,"US",100,"US","L",11.418614785499,"Data_Analyst",1,3,"US","US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,-0.271308144572014,0.0605437263611468,0.735648056021002,-1.71223661938627,1.19928162061945
2020,"EN","FT","AI Scientist",300000,"DKK",45896,"DK",50,"DK","S",10.7341332462817,"ML_AI_Engineer",1,1,"Other","Other",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.895319786100408,-0.805547256159662,-0.486825919425663,-1.71223661938627,-1.78571448356553
2020,"EN","FT","Data Engineer",48000,"EUR",54742,"PK",100,"DE","L",10.9103865182809,"Data_Engineer",1,3,"DE","Other",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.772935807274579,-0.582529744697113,0.735648056021002,-1.71223661938627,1.19928162061945
2020,"SE","FL","Computer Vision Engineer",60000,"USD",60000,"RU",100,"US","S",11.0020998412042,"ML_AI_Engineer",3,1,"US","Other",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.700191633561465,-0.466482667588577,0.735648056021002,0.79401646339415,-1.78571448356553
2020,"SE","FT","Principal Data Scientist",130000,"EUR",148261,"DE",100,"DE","M",11.9067295130956,"Data_Scientist",3,2,"DE","DE",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.520894999396532,0.678167051148576,0.735648056021002,0.79401646339415,-0.293216431473038
2020,"MI","FT","Data Scientist",34000,"EUR",38776,"ES",100,"ES","M",10.5655567775252,"Data_Scientist",2,2,"ES","ES",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,-0.993824639055404,-1.01885112352497,0.735648056021002,-0.459110077996058,-0.293216431473038
2020,"MI","FT","Data Scientist",118000,"USD",118000,"US",100,"US","M",11.6784399034478,"Data_Scientist",2,2,"US","US",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.102235539386539,0.389306707967931,0.735648056021002,-0.459110077996058,-0.293216431473038
2020,"SE","FT","Data Scientist",120000,"USD",120000,"US",50,"US","L",11.6952470217642,"Data_Scientist",3,3,"US","US",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.129905441901988,0.410573159701056,-0.486825919425663,0.79401646339415,1.19928162061945
2020,"MI","FT","Data Scientist",138350,"USD",138350,"US",100,"US","M",11.8375419852151,"Data_Scientist",2,2,"US","US",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.383776797481227,0.590622405213025,0.735648056021002,-0.459110077996058,-0.293216431473038
2020,"MI","FT","Data Engineer",110000,"USD",110000,"US",100,"US","L",11.6082356447746,"Data_Engineer",2,3,"US","US",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,-0.00844407067525427,0.300475568064598,0.735648056021002,-0.459110077996058,1.19928162061945
2020,"MI","FT","Data Engineer",130800,"USD",130800,"ES",100,"US","M",11.7814247180052,"Data_Engineer",2,2,"US","ES",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.279322915485409,0.519615875000788,0.735648056021002,-0.459110077996058,-0.293216431473038
2020,"EN","PT","Data Scientist",19000,"EUR",21669,"IT",50,"IT","S",9.98363794671896,"Data_Scientist",1,1,"Other","Other",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.23049915022129,-1.75516704008961,-0.486825919425663,-1.71223661938627,-1.78571448356553
2020,"SE","FT","Data Scientist",412000,"USD",412000,"US",100,"US","L",12.9287786283317,"Data_Scientist",3,3,"US","US",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4.16971120915746,1.97139042049115,0.735648056021002,0.79401646339415,1.19928162061945
2020,"SE","FT","Machine Learning Engineer",40000,"EUR",45618,"HR",100,"HR","S",10.7280576544565,"ML_AI_Engineer",3,1,"Other","Other",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.899165902550055,-0.813234848872993,0.735648056021002,0.79401646339415,-1.78571448356553
2020,"EN","FT","Data Scientist",55000,"EUR",62726,"DE",50,"DE","S",11.0465313137142,"Data_Scientist",1,1,"DE","DE",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.662477556432909,-0.410262454951481,-0.486825919425663,-1.71223661938627,-1.78571448356553
2020,"EN","FT","Data Scientist",43200,"EUR",49268,"DE",0,"DE","S",10.8050300620614,"Data_Scientist",1,1,"DE","DE",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.848668330459362,-0.715839807064066,-1.70929989487233,-1.71223661938627,-1.78571448356553
2020,"SE","FT","Data Science Manager",190200,"USD",190200,"US",100,"US","M",12.1558314290934,"Management_Lead",3,2,"US","US",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1.10111902019423,0.993361706976866,0.735648056021002,0.79401646339415,-0.293216431473038
2020,"EN","FT","Data Scientist",105000,"USD",105000,"US",100,"US","S",11.5617156291397,"Data_Scientist",1,1,"US","US",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,-0.0776188269638754,0.241612671493012,0.735648056021002,-1.71223661938627,-1.78571448356553
2020,"SE","FT","Data Scientist",80000,"EUR",91237,"AT",0,"AT","S",11.4212157955421,"Data_Scientist",3,1,"Other","Other",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.268029261123934,0.0638348470338323,-1.70929989487233,0.79401646339415,-1.78571448356553
2020,"MI","FT","Data Scientist",55000,"EUR",62726,"FR",50,"LU","S",11.0465313137142,"Data_Scientist",2,1,"Other","FR",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.662477556432909,-0.410262454951481,-0.486825919425663,-0.459110077996058,-1.78571448356553
2020,"MI","FT","Data Scientist",37000,"EUR",42197,"FR",50,"FR","S",10.6501044074497,"Data_Scientist",2,1,"FR","FR",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,-0.946495270802729,-0.911870970408149,-0.486825919425663,-0.459110077996058,-1.78571448356553
2021,"EN","FT","Research Scientist",60000,"GBP",82528,"GB",50,"GB","L",11.3208929086811,"Research",1,3,"GB","GB",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,-0.388517851627454,-0.0631061187519729,-0.486825919425663,-1.71223661938627,1.19928162061945
2021,"EX","FT","BI Data Analyst",150000,"USD",150000,"IN",100,"US","L",11.9183905730784,"Data_Analyst",4,3,"US","IN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.544953979633715,0.692922071290266,0.735648056021002,2.04714300478436,1.19928162061945
2021,"EX","FT","Head of Data",235000,"USD",235000,"US",100,"US","L",12.3673407931263,"Management_Lead",4,3,"US","US",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1.72092483654027,1.26098960110102,0.735648056021002,2.04714300478436,1.19928162061945
2021,"SE","FT","Data Scientist",45000,"EUR",53192,"FR",50,"FR","L",10.8816632880823,"Data_Scientist",3,3,"FR","FR",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,-0.794379981724052,-0.618873939885105,-0.486825919425663,0.79401646339415,1.19928162061945
2021,"MI","FT","BI Data Analyst",100000,"USD",100000,"US",100,"US","M",11.5129254649702,"Data_Analyst",2,2,"US","US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,-0.146793583252496,0.179877301286861,0.735648056021002,-0.459110077996058,-0.293216431473038
2021,"MI","PT","3D Computer Vision Researcher",400000,"INR",5409,"IN",50,"IN","M",8.59581951187143,"ML_AI_Engineer",2,2,"IN","IN",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,-1.45545545767189,-3.51120714187538,-0.486825919425663,-0.459110077996058,-0.293216431473038
2021,"MI","CT","ML Engineer",270000,"USD",270000,"US",100,"US","L",12.5061772379805,"ML_AI_Engineer",2,3,"US","US",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2.20514813056062,1.43666269970787,0.735648056021002,-0.459110077996058,1.19928162061945
2021,"EN","FT","Data Analyst",80000,"USD",80000,"US",100,"US","M",11.289781913656,"Data_Analyst",1,2,"US","US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,-0.423492608406981,-0.102471610302351,0.735648056021002,-1.71223661938627,-0.293216431473038
2021,"SE","FT","Data Analytics Engineer",67000,"EUR",79197,"DE",100,"DE","L",11.2796936982972,"Other",3,3,"DE","DE",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.434602074266933,-0.115236472247313,0.735648056021002,0.79401646339415,1.19928162061945
2021,"MI","FT","Data Engineer",140000,"USD",140000,"US",100,"US","L",11.8493977015914,"Data_Engineer",2,3,"US","US",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.406604467056472,0.605623728779237,0.735648056021002,-0.459110077996058,1.19928162061945
2021,"MI","FT","Applied Data Scientist",68000,"CAD",54238,"GB",50,"CA","L",10.9011370487781,"Data_Scientist",2,3,"CA","GB",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.779908622708472,-0.594233321302902,-0.486825919425663,-0.459110077996058,1.19928162061945
2021,"MI","FT","Machine Learning Engineer",40000,"EUR",47282,"ES",100,"ES","S",10.7638849523697,"ML_AI_Engineer",2,1,"ES","ES",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,-0.876144543657202,-0.767901705650115,0.735648056021002,-0.459110077996058,-1.78571448356553
